address,city,hrsFri,hrsMon,hrsSat,hrsSun,hrsThu,hrsTue,hrsWed,inventoryStatus,isEligibleForDelivery,isEligibleForPickup,isEligibleForShipToHome,isSellable,latitude,longitude,phoneNumber,productQTY,state,storeNumber,storeServiceBitmap,storeType,zipCode
"108 S Washington Street","Autaugaville",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,32.431075,-86.654939,3343102660,0,"AL",15660,1081410,1,36003-2565
"620 County Rd. 79","Jones",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.46802,-86.8826,3342675141,0,"AL",15704,1081442,1,36749-2545
"694 Golson Road","Prattville",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.473812,-86.521768,3343101048,0,"AL",15346,32866,1,36067-8440
"1986 County Road 57","Prattville",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.5736,-86.5514,3343655944,0,"AL",17887,32866,1,36067
"3362 Highway 82 W","Billingsley",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.6289,-86.739,2052870888,0,"AL",18637,1081442,1,36006-3623
"20 Freedom Lane","Hayneville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.26911,-86.72537,3347218766,0,"AL",21971,32802,1,36040
"1014 Highway 14 W","Prattville",0700:2300,0700:2300,0700:2300,0700:2300,0700:2300,0700:2300,0700:2300,0,False,False,False,False,32.4378,-86.4749,3345680516,0,"AL",5726,1081442,1,36067-4702
"109 N Memorial Dr","Prattville",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,32.465285,-86.452893,3343101757,0,"AL",3232,32866,1,36067-3336
"428 E Main St","Prattville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.459,-86.4634,3345680510,0,"AL",21115,32866,1,36067-3410
"1455 Martin Luther King Dr","Prattville",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.5118,-86.4567,3343102687,0,"AL",20939,32866,1,36067
"4260 Al Highway 22","Valley Grande",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.4654,-87.0054,3343758940,0,"AL",9980,32866,1,36703-0535
"6510 Old Selma Rd","Montgomery",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.351558,-86.452744,3345308683,0,"AL",14169,1081442,1,36108-9318
"601 Mcqueen Smith Rd-N","Prattville",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.458686,-86.417013,3343108351,0,"AL",9570,1083490,1,36066-7512
"2007 Hwy 31 North","Deatsville",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.583668,-86.464954,3344523434,0,"AL",13369,1082464,1,36022
"4691 U.S. Hwy 80e","Selma",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.3548,-86.971,3343758270,0,"AL",16827,32770,1,36701-8198
"701 Roosevelt St","Selma",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.371214,-87.008138,3343754970,0,"AL",11295,32770,1,36701-7984
"1205 Broad Street","Selma",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.417046,-87.024671,3343758265,0,"AL",1303,32866,1,36701-4308
"4234 Al Hwy 41","Selma",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.3108,-86.986,3343497798,0,"AL",30213,32768,1,36701
"19152 Al Hwy 22","Plantersville",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.6638,-86.9312,3342598387,0,"AL",25126,32768,1,36758
"2100 West Highland Ave","Selma",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.4331,-87.056,3343758085,0,"AL",15349,1081346,1,36701-6676
"4941 Main St","Millbrook",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.50136,-86.37026,3344722050,0,"AL",23668,32832,1,36054-2405
"4041 Highway 14","Millbrook",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.51906,-86.370326,3345570869,0,"AL",3786,32866,1,36054-1979
"54 Myrick Rd","Deatsville",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.553777,-86.393129,3344523415,0,"AL",10157,1083490,1,36022-3261
"6127 County Road 24","Verbena",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.7354,-86.6175,2054790120,0,"AL",19771,32834,1,36091
"2440 Main St","Millbrook",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.4639,-86.3597,3345441070,0,"AL",9090,34818,1,36054-3822
"1218 West Blvd","Montgomery",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.355318,-86.378781,3342455306,0,"AL",13444,32866,1,36108-1652
"506 Tuskeena St","Hayneville",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.18456,-86.57236,3342450500,0,"AL",8932,32866,1,36040-1118
"2004 W Dallas Ave","Selma",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.3973,-87.0662,3342677750,0,"AL",650,34850,1,36701-7029
"3950 Us Hwy 31","Verbena",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.7543,-86.5109,2052870855,0,"AL",17498,34914,1,36091
"8315 Hwy 22","Maplesville",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.7705,-86.8762,3342595607,0,"AL",1000,1081378,1,36750-0012
"4850 Mobile Hwy","Montgomery",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.307529,-86.349176,3345570049,0,"AL",16117,32834,1,36108-5129
"67 Al Hwy 14","Elmore",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.54,-86.3123,3344523181,0,"AL",17060,1081442,1,36025
"304 W Fairview Ave","Montgomery",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.3519,-86.3113,3346038519,0,"AL",19041,66,1,36104-1620
"1696 7th Street South","Clanton",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.810752,-86.600674,2059905069,0,"AL",10236,34914,1,35045-8777
"2749 Lower Wetumpka Rd","Montgomery",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,32.4138,-86.28639,3346036225,0,"AL",1911,32802,1,36110
"6980 Mobile Hwy","Montgomery",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.28045,-86.35262,3345236242,0,"AL",22786,1081410,1,36105
"3900 Lower Wetumpka Rd","Montgomery",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,32.43183,-86.28035,3344403155,0,"AL",22067,32866,1,36110
"9789 Holtville Rd","Wetumpka",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.6353,-86.3167,3344523372,0,"AL",11576,1083490,1,36092
"2213 4th Ave N","Clanton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.8365,-86.6595,2059905403,0,"AL",20158,32802,1,35045-3007
"3775 Norman Bridge Rd","Montgomery",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.33025,-86.2987,3345230270,0,"AL",1557,1081378,1,36105
"4105 Norman Bridge Rd","Montgomery",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.325,-86.298309,3345308620,0,"AL",9638,32770,1,36105-3231
"431 Coliseum Blvd","Montgomery",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.391472,-86.25857,3342451227,0,"AL",1214,32866,1,36109-2713
"300 Park Plz","Clanton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.84222,-86.62748,2059905902,0,"AL",22418,32834,1,35045-2844
"1827 7th St N","Clanton",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.855105,-86.638831,2054790070,0,"AL",2363,32866,1,35045-2246
"1500 County Road 28","Clanton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.8447,-86.5884,2052580380,0,"AL",20381,32802,1,35046-3946
"55 Cain Rd","Wetumpka",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.6023,-86.2596,3348395680,0,"AL",24630,32832,1,36092
"1030 Perry Hill Rd","Montgomery",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.366401,-86.244492,3342459165,0,"AL",7039,32802,1,36109-4503
"2296 E South Blvd","Montgomery",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.32663,-86.2649,3342458230,0,"AL",7267,32802,1,36116
"3439 Mcgehee Rd Ste C","Montgomery",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.3317,-86.2456,3346032935,0,"AL",6612,32802,1,36111-3334
"57 Chapel Road","Wetumpka",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,32.547307,-86.224985,3344523381,0,"AL",13654,1081442,1,36092-8157
"4906 Us Hwy 231","Wetumpka",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.512123,-86.2116,3344523350,0,"AL",2965,32802,1,36092-3167
"62 Kildee Drive","Wetumpka",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.589954,-86.210161,3344523420,0,"AL",15183,1081410,1,36092
"60 Redland Rd","Wetumpka",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.460136,-86.194371,3344523402,0,"AL",12824,33856,1,36093-1783
"150 Titus Rd","Titus",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.67,-86.2551,3344523412,0,"AL",20157,34850,1,36080
"5560 Wares Ferry Rd","Montgomery",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.391844,-86.20689,3346032910,0,"AL",14119,1081410,1,36117-2113
"5456 Atlanta Hwy","Montgomery",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.3814,-86.2132,3345441035,0,"AL",471,32770,1,36109-3326
"2769 Eastern Blvd","Montgomery",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,32.344113,-86.221606,3342451640,0,"AL",1484,1081346,1,36117-1549
"6220 Atlanta Hwy","Montgomery",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.381113,-86.1922,3342459209,0,"AL",648,32770,1,36117-2802
"5840 Cherry Hill Rd","Montgomery",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.3126,-86.225486,3345305200,0,"AL",13446,1081442,1,36116-5010
"5090 Virginia Loop Rd","Montgomery",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.297,-86.239,3342451726,0,"AL",24599,1081408,1,36116-4701
"7700 Wares Ferry Road","Montgomery",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.405282,-86.168563,3342451356,0,"AL",15676,32770,1,36117-4459
"3631 Malcolm Drive","Montgomery",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.328647,-86.179564,3346036270,0,"AL",15908,1081410,1,36116-8876
"8990 Atlanta Hwy","Montgomery",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,32.3737,-86.148,3346030014,0,"AL",17102,1081442,1,36117
"3160 Rifle Range Road","Wetumpka",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,32.43889,-86.124032,3344523386,0,"AL",16298,1083490,1,36093
"4449 Jug Factory Rd","Wetumpka",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.57359,-86.10112,3344781465,0,"AL",21776,1081442,1,36092
"15 Summit St","Thorsby",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.916179,-86.714806,2059905086,0,"AL",12835,34912,1,35171-7720
"25 Circle Dr","Rockford",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.89,-86.2197,2566266120,0,"AL",6057,32866,1,35136-1230
"10563 Central Plank Rd","Wetumpka",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.681,-86.0979,3346662892,0,"AL",24515,32832,1,36092-7722
"13165 County Road 42","Jemison",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.9826,-86.6803,2059905525,0,"AL",21346,1081410,1,35085
"8898 County Road 42","Jemison",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,32.958368,-86.742264,2059905210,0,"AL",8862,34914,1,35085-0819
"1829 Kowaliga Rd","Eclectic",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,32.655026,-86.049098,3344581049,0,"AL",8517,34850,1,36024-5403
"18 Coosa County Road 133","Kellyton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.8668,-86.0994,2563979270,0,"AL",20945,32866,1,35089
"7181 Highway 47","Shelby",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,33.075547,-86.571533,2056109085,0,"AL",12519,34914,1,35143-0033
"6818 Hwy 36","Randolph",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.89902,-86.91276,2565025256,0,"AL",23106,32834,1,36793
"9711 Vaughn Rd","Pike Road",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.347591,-86.087283,3342307931,0,"AL",14350,1083490,1,36064-2470
"235 Main St.","Shorter",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.402169,-85.953367,3343393337,0,"AL",15322,1081410,1,36075
"12330 State Highway 97 S","Letohatchee",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.0577,-86.4292,3347080004,0,"AL",18648,66,1,36047
"14344 Main St","Orrville",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,32.307764,-87.241996,3342675184,0,"AL",12938,1081410,1,36767
"1367 M L King Memorial Pkwy","Marion",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,32.6397,-87.2955,3349301445,0,"AL",24785,1081408,1,36756-4418
"101 Old Daphne Rd","Bay Minette",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.8391,-87.7747,2512701527,0,"AL",10518,32866,1,36507-8473
"800 Mcmeans Ave Box 3","Bay Minette",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.886729,-87.787377,2512023462,0,"AL",703,34880,1,36507-3302
"909 Us Highway 31 North","Bay Minette",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.8893,-87.763,2512395001,0,"AL",18945,34914,1,36507
"2303 Hand Ave","Bay Minette",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.90719,-87.78574,2516516868,0,"AL",23430,32832,1,36507
"41711 St Highway 225","Bay Minette",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.8332,-87.8615,2512395700,0,"AL",18118,1083490,1,36507
"8471 Whitehouse Fork Road Ext","Bay Minette",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.78128,-87.87885,2516516590,0,"AL",22287,1081346,1,36507-8960
"13434 Finley Ln","Stapleton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.734621,-87.79363,2512026807,0,"AL",6694,34914,1,36578-3037
"52755 Highway 59","Stockton",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,30.993376,-87.858481,2512396771,0,"AL",11838,1083490,1,36579-4475
"23512 County Road 47","Perdido",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,31.003905,-87.623729,2512395785,0,"AL",11549,1081442,1,36562-5005
"11668 Us Highway 31","Daphne",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.6765,-87.82466,2513085557,0,"AL",22168,32866,1,36527-6023
"31051 Stagecoach Road","Spanish Fort",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,30.677614,-87.860836,2512637535,0,"AL",15747,1081442,1,36527-3105
"30585a Hwy 225","Spanish Fort",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,30.670975,-87.907636,2512727310,0,"AL",1632,32834,1,36527-5059
"28580 County Road 13","Daphne",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,30.641518,-87.865752,2512635054,0,"AL",9851,1083458,1,36526-6351
"9785 Highway 43","Creola",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.8968,-88.0393,2512637617,0,"AL",8251,1083426,1,36525
"20593 Oakdale Dr","Robertsdale",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.626,-87.6727,2519640189,0,"AL",20871,32866,1,36567-4062
"51 W Orange Ave","Satsuma",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,30.851164,-88.058805,2512634066,0,"AL",9309,34914,1,36572-0181
"3300 S Hickory St","Loxley",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.617463,-87.753695,2513080847,0,"AL",7395,34848,1,36551-0458
"7100 Highway 97","Mc David",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.8896,-87.4631,2397904604,0,"FL",24009,1081408,1,32568-1632
"26250 Highway 181","Daphne",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.607229,-87.851321,2512885716,0,"AL",15264,1083456,1,36526-8503
"27955 Highway 98 Ste Hh","Daphne",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.631145,-87.913095,2512634880,0,"AL",20141,32802,1,36526-4700
"207 Saraland Blvd N","Saraland",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.8276,-88.0694,2512637224,0,"AL",730,32802,1,36571-2126
"913 Saraland Blvd S","Saraland",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.8015,-88.07225,2512727883,0,"AL",485,34914,1,36571-3629
"1420 S Main St","Atmore",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,31.0065,-87.4939,2512636720,0,"AL",7746,32866,1,36502-3510
"907 W Nashville Ave","Atmore",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,31.0232,-87.5051,2515713008,0,"AL",25786,32768,1,36502
"609 E Church St","Atmore",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,31.0226,-87.4868,2512637230,0,"AL",2822,32834,1,36502-2627
"4850 Jack Springs Rd","Atmore",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,31.0873,-87.5406,3345218306,0,"AL",14720,34914,1,36502-6049
"1498 N Wilson Ave","Prichard",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.7478,-88.07787,2514601201,0,"AL",22430,32866,1,36610-1700
"811 Celeste Rd","Saraland",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,30.829221,-88.091519,2512635105,0,"AL",10008,1081440,1,36571-2204
"288 N Craft Hwy","Chickasaw",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.76635,-88.074651,2512634927,0,"AL",11711,32866,1,36611-1354
"1310 Springhill Blvd","Mobile",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.693059,-88.066927,2512635035,0,"AL",12720,32866,1,36604-3213
"23580 State Highway 59","Robertsdale",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.56874,-87.71884,2519679120,0,"AL",23444,1081408,1,36567-3112
"19160 Us Hwy 90","Robertsdale",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,30.563304,-87.697466,2566606296,0,"AL",13394,1083456,1,36567-2903
"603 S Wilson Ave","Mobile",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.721616,-88.084598,2512637540,0,"AL",13626,32866,1,36617
"19644 Hwy 43","Mount Vernon",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,31.1001,-88.0097,2512651406,0,"AL",3242,1081410,1,36560-0339
"21974 East Blvd","Silverhill",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.5451,-87.7417,2512395643,0,"AL",8640,1083488,1,36576-0115
"901 S Broad St","Mobile",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,30.667821,-88.055213,2512637380,0,"AL",13469,32834,1,36603-1002
"1645 St Stephens Road","Prichard",0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0700:2100,0,False,False,False,False,30.733782,-88.102307,2512636350,0,"AL",12205,1083394,1,36613-3619
"21797 A Hwy 59 S","Robertsdale",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.542734,-87.708461,2513080821,0,"AL",728,32834,1,36567-1483
"11700 Hwy 31","Atmore",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,31.0258,-87.4181,2512885253,0,"AL",30052,32768,1,36502
"13896 Roberts Rd","Chunchula",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.9792,-88.1246,2512639550,0,"AL",20874,32802,1,36521-3253
"1627 Lott Rd","Eight Mile",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.764616,-88.130211,2512635062,0,"AL",710,32770,1,36613-3807
"25178 Brewer Rd","Robertsdale",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.5602,-87.5949,3343523128,0,"AL",17948,34914,1,36567
"3226 Dauphin St","Mobile",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.69,-88.1211,2512635010,0,"AL",8719,32770,1,36606-4001
"1276 Dauphin Island Pkwy","Mobile",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.6476,-88.0895,2512639932,0,"AL",1396,32866,1,36605-2134
"3251 Old Shell Rd Ste B","Mobile",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.69805,-88.122043,2512635230,0,"AL",7611,32802,1,36607-2519
"5950 Hwy 45","Eight Mile",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.814965,-88.156748,2512637330,0,"AL",15053,32866,1,36613-9688
"2912 N Mcvay Dr","Mobile",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.649077,-88.111349,2512637284,0,"AL",13064,32866,1,36606-2534
"2158 Dauphin Island Pkwy","Mobile",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.6275,-88.089,2512637530,0,"AL",10412,32866,1,36605-3328
"2601 #50 Dauphin Island P","Mobile",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.6199,-88.0757,2512199799,0,"AL",9295,32802,1,36605-3408
"904 Morphy Ave","Fairhope",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.519499,-87.884445,2512102761,0,"AL",4952,33888,1,36532-2046
"3975 Jarrett Rd","Eight Mile",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.774,-88.175,2514156055,0,"AL",18533,32866,1,36613-3005
"4821 Moffett Rd","Mobile",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.7201,-88.1533,2512635103,0,"AL",1818,32802,1,36618-2218
